0,Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year,Model
1157,Mercedes-Benz,11600,sedan,186,3.2,Petrol,yes,2003,E-Class
1158,Volkswagen,15000,van,275,2.5,Diesel,yes,2008,T5 (Transporter)
1159,Volkswagen,8350,hatch,200,1.4,Petrol,yes,2005,Golf V
1160,Mercedes-Benz,7700,sedan,199,5,Petrol,yes,1996,S 500
1161,BMW,47000,other,5,2,Petrol,yes,2014,Z4
1162,Audi,72000,sedan,55,6.3,Petrol,yes,2012,A8
1163,Mitsubishi,17499,crossover,149,3,Gas,yes,2008,Pajero Wagon
1164,Renault,11300,vagon,141,1.5,Diesel,yes,2013,Megane
1165,Toyota,8500,sedan,168,1.6,Petrol,yes,2008,Corolla
1166,Mercedes-Benz,14490,vagon,212,2.2,Diesel,yes,2008,E-Class
1167,Volkswagen,11999,van,176,2,Diesel,yes,2011,T5 (Transporter) 
1168,Volkswagen,4300,hatch,217,1.6,Gas,yes,1997,Golf III
1169,BMW,35500,crossover,33,2,Diesel,yes,2014,X1
1170,Toyota,2800,other,421,1.3,Gas,yes,1988,Corolla
1171,BMW,37976.25,sedan,0,2,Petrol,yes,2016,520
1172,Renault,10500,van,183,2.5,Diesel,yes,2006,Trafic
1173,Toyota,74999,crossover,1,4.5,Diesel,yes,2016,Land Cruiser 200
1174,Renault,7300,van,125,1.5,Diesel,yes,2012,Kangoo
1175,Mitsubishi,12200,crossover,140,2.4,Petrol,yes,2007,Outlander XL
1176,Toyota,NA,crossover,0,4.5,Diesel,yes,2016,Land Cruiser 200
1177,Mercedes-Benz,13600,van,199,2.2,Diesel,yes,2009,Vito
1178,Audi,5000,sedan,280,2.3,Gas,yes,1992,100
1179,Renault,12800,other,188,2,Diesel,yes,2008,Trafic
1180,Volkswagen,12499,other,184,2,Diesel,yes,2012,T6 (Transporter) 
1181,Mitsubishi,2800,sedan,150,2,Gas,yes,1996,Galant
1182,Renault,7300,van,200,1.5,Diesel,yes,2007,Megane
1183,Mitsubishi,6800,sedan,82,2,Petrol,yes,2007,Lancer
1184,Mitsubishi,9500,crossover,225,2.4,Gas,yes,2004,Outlander
1185,Audi,15900,hatch,160,1.4,Petrol,yes,2011,A3
1186,Volkswagen,8900,other,180,1.9,Diesel,yes,2010,Caddy
1187,Toyota,16030,sedan,90,2.5,Gas,yes,2012,Camry
1188,BMW,28000,sedan,170,2,Diesel,yes,2011,520
1189,Audi,10700,vagon,222,2.5,Diesel,yes,2005,A6
1190,BMW,25000,crossover,150,30,Petrol,yes,2007,X5
1191,Mercedes-Benz,7000,sedan,230,2,Gas,yes,2000,E-Class
1192,Volkswagen,8800,van,260,2.5,Diesel,yes,2008,T5 (Transporter) 
1193,Volkswagen,35000,crossover,20,2,Diesel,yes,2014,Tiguan
1194,Audi,8000,vagon,200,2.7,Diesel,yes,2006,A6
1195,Mercedes-Benz,15400,sedan,260,2.2,Diesel,yes,2008,E-Class
1196,Volkswagen,7650,sedan,325,1.8,Gas,yes,2003,Passat B5
1197,Mitsubishi,10600,crossover,52,2,Petrol,yes,2008,Outlander
1198,Renault,8200,vagon,192,1.5,Diesel,yes,2010,Logan
1199,Volkswagen,8700,other,520,2.5,Diesel,yes,1999,T4 (Transporter)
1200,BMW,45000,sedan,29,2,Diesel,yes,2016,520
1201,Volkswagen,5699,van,258,2.5,Diesel,yes,2001,T4 (Transporter) 
1202,Mercedes-Benz,13200,van,217,3.7,Gas,yes,2005,Viano
1203,Volkswagen,11500,van,70,2,Diesel,yes,2013,Caddy
1204,BMW,3300,sedan,233,28,Petrol,no,1997,528
1205,Volkswagen,12700,van,213,2,Diesel,yes,2012,T5 (Transporter) 
1206,Mercedes-Benz,NA,other,176,3,Diesel,yes,2008,E-Class
1207,Volkswagen,12300,hatch,62,1.4,Petrol,yes,2012,Polo
1208,Mercedes-Benz,35500,sedan,100,3.5,Petrol,yes,2010,S 350
1209,Audi,15500,sedan,210,2,Diesel,yes,2008,A4
1210,Mercedes-Benz,33000,crossover,109,2.2,Diesel,yes,2012,GLK 220
1211,Mercedes-Benz,NA,van,173,2.2,Diesel,yes,2011,Vito
1212,BMW,6500,sedan,280,2,Petrol,yes,1997,320
1213,Volkswagen,2350,sedan,11,1.9,Other,no,2000,Passat B5
1214,Volkswagen,17900,crossover,130,3.6,Gas,yes,2007,Touareg
1215,BMW,34500,other,160,3,Diesel,yes,2010,X5
1216,Renault,12300,sedan,99,2.5,Petrol,yes,2011,Latitude
1217,Mercedes-Benz,20500,sedan,193,3.5,Other,yes,2006,CLS 350
1218,BMW,75555,sedan,30,4.4,Petrol,yes,2014,M5
1219,Toyota,12800,sedan,145,2.4,Petrol,yes,2008,Camry
1220,Mercedes-Benz,12800,other,360,2.2,Diesel,yes,2008,Vito
1221,Audi,6900,sedan,327,3.7,Petrol,yes,1997,A8
1222,Volkswagen,17200,crossover,220,2.5,Diesel,yes,2006,Touareg
1223,Renault,6800,sedan,87,1.4,Petrol,yes,2013,Symbol
1224,Audi,14300,other,80,4.2,Petrol,yes,2004,A8
1225,Volkswagen,11600,sedan,169,1.4,Gas,no,2013,Passat B7
1226,Volkswagen,11990,van,231,2.5,Diesel,yes,2002,T4 (Transporter)
1227,BMW,77777,sedan,8,4.4,Petrol,yes,2014,750
1228,Mercedes-Benz,6800,sedan,186,NA,Petrol,yes,1998,C-Class
1229,BMW,2800,sedan,300,1.8,Other,yes,1987,318
1230,Mercedes-Benz,28500,other,65,1.8,Petrol,yes,2011,E-Class
1231,Audi,42700,crossover,75,3,Diesel,yes,2013,Q7
1232,Volkswagen,6950,other,217,1.9,Diesel,yes,2006,Caddy
1233,Volkswagen,7300,hatch,117,1.4,Petrol,yes,2007,Polo
1234,Mercedes-Benz,NA,sedan,25,3,Diesel,yes,2014,S 350
1235,Mitsubishi,27565.2,crossover,1,2.5,Diesel,yes,2016,Pajero Sport
1236,Volkswagen,12900,vagon,145,1.6,Diesel,yes,2011,Golf Variant
1237,Volkswagen,5900,sedan,217,2.3,Petrol,yes,1999,Bora
1238,Mercedes-Benz,2600,hatch,111,1.4,Petrol,no,1999,A 140
1239,Audi,2799,vagon,390,1.9,Diesel,no,1998,A6
1240,Mitsubishi,21000,crossover,98,2.5,Diesel,yes,2011,Pajero Sport
1241,Audi,4999,sedan,231,1.9,Diesel,no,2002,A6
1242,Volkswagen,6900,sedan,160,1.6,Petrol,yes,2003,Bora
1243,Mercedes-Benz,5800,sedan,366,3.2,Gas,yes,1991,S 320
1244,Mitsubishi,15700,other,68,1.8,Petrol,yes,2011,ASX
1245,Volkswagen,74500,crossover,0,3,Diesel,yes,2015,Touareg
1246,Mercedes-Benz,22900,sedan,131,5.5,Gas,yes,2008,S 500
1247,Mercedes-Benz,32000,crossover,96,3.5,Petrol,yes,2010,ML 350
1248,Mercedes-Benz,35300,sedan,3,1.6,Petrol,yes,2014,CLA 200
1249,Volkswagen,6900,sedan,320,1.8,Gas,yes,2002,Passat B5
1250,BMW,7000,sedan,286,2.8,Petrol,yes,2001,520
1251,Volkswagen,35800,crossover,92,3,Diesel,yes,2011,Touareg
1252,Volkswagen,10700,hatch,60,1.4,Petrol,yes,2010,Polo
1253,BMW,23999,crossover,194,3,Petrol,yes,2007,X5
1254,Volkswagen,2700,hatch,300,1.9,Diesel,no,2000,Golf IV
1255,Mercedes-Benz,10000,sedan,80,NA,Diesel,yes,2010,S 350
1256,Toyota,18200,crossover,146,2.7,Gas,yes,2006,Land Cruiser Prado
1257,Audi,2450,vagon,325,2.5,Diesel,no,2000,A6
1258,Audi,15800,hatch,123,1.4,Petrol,yes,2010,A3
1259,Volkswagen,9400,vagon,176,1.9,Diesel,yes,2005,Passat B5
1260,Mitsubishi,5800,vagon,230,1.6,Petrol,yes,2005,Space Star
1261,Volkswagen,13499,sedan,162,1.4,Petrol,yes,2012,Passat B7
1262,Volkswagen,39615,sedan,0,2,Diesel,yes,2016,Passat B8
1263,Toyota,23300,crossover,40,2,Petrol,yes,2014,Rav 4
1264,Audi,2100,sedan,217,1.9,Diesel,no,1996,A4
1265,BMW,3000,sedan,350,99.99,Other,yes,1992,520
1266,Mercedes-Benz,2700,sedan,337,2.3,Gas,yes,1988,230
1267,Renault,NA,van,153,2,Diesel,yes,2012,Trafic
1268,Volkswagen,6700,van,16,2,Diesel,yes,2005,Caddy
1269,BMW,43163.25,crossover,0,2,Diesel,yes,2016,X1
1270,Renault,2750,hatch,186,22,Diesel,no,2005,Laguna
1271,Toyota,28350,crossover,92,2.2,Diesel,yes,2013,Rav 4
1272,Toyota,29500,crossover,90,2.7,Gas,yes,2010,Land Cruiser Prado
1273,BMW,NA,crossover,15,4.39,Petrol,yes,2015,X5 M
1274,Volkswagen,8200,sedan,258,1.9,Diesel,yes,2004,Passat B5
1275,Mercedes-Benz,10999,other,269,2.2,Diesel,yes,2006,Sprinter 313
1276,Mercedes-Benz,NA,crossover,1,3,Diesel,yes,2016,GLS 350
1277,Renault,8299,sedan,19,1.2,Petrol,yes,2013,Logan
1278,Toyota,20500,sedan,105,2.5,Petrol,yes,2013,Camry
1279,Volkswagen,14500,van,168,2,Diesel,yes,2012,T5 (Transporter) 
1280,Toyota,17300,other,135,3.5,Gas,yes,2009,Camry
1281,Mercedes-Benz,18700,sedan,105,5.5,Petrol,yes,2006,S 500
1282,Toyota,13200,sedan,38,1.33,Petrol,yes,2014,Corolla
1283,Volkswagen,2450,sedan,200,1.3,Gas,yes,1991,Jetta
1284,Audi,55000,hatch,24,2.8,Other,yes,2014,A7
1285,Toyota,20000,van,135,2.4,Gas,yes,2006,Previa
1286,Volkswagen,4000,hatch,266,1.9,Diesel,yes,1993,Golf III
1287,Mitsubishi,16900,other,120,3,Petrol,yes,2008,Pajero Wagon
1288,Mitsubishi,11450,sedan,60,1.6,Gas,yes,2012,Lancer X
1289,Mercedes-Benz,24500,crossover,236,5,Petrol,yes,2000,G 500
1290,Renault,12350,sedan,64,2,Gas,yes,2011,Fluence
1291,Mercedes-Benz,6900,sedan,239,2.3,Petrol,yes,1996,E-Class
1292,Toyota,30500,crossover,40,2.7,Petrol,yes,2011,Land Cruiser Prado
1293,Mitsubishi,8800,sedan,105,2,Gas,yes,2008,Lancer X
1294,Audi,9700,sedan,249,2.5,Diesel,yes,2004,A6
1295,BMW,63500,crossover,33,3,Petrol,yes,2015,X5
1296,Mitsubishi,8900,sedan,96,2,Petrol,yes,2008,Lancer X
1297,Audi,1950,vagon,210,1.8,Gas,no,1996,A4
1298,Audi,4400,sedan,190,2.5,Diesel,no,2003,A6
1299,Toyota,12450,sedan,162,3.5,Gas,yes,2007,Camry
1300,Audi,3200,sedan,295,2.5,Diesel,no,2000,A6
1301,Audi,12600,sedan,294,3,Gas,yes,2004,A8
1302,Renault,NA,vagon,137,1.9,Diesel,yes,2008,Kangoo
1303,Mercedes-Benz,4400,sedan,225,2,Gas,yes,1995,E-Class
1304,Mercedes-Benz,3900,sedan,111,2.5,Diesel,yes,1989,E-Class
1305,Mercedes-Benz,154999,crossover,0,4.6,Petrol,yes,2016,GLS 500
1306,Volkswagen,8499,sedan,101,1.6,Petrol,yes,2012,Polo
1307,Mercedes-Benz,8000,other,230,2.2,Diesel,yes,2001,Vito
1308,Volkswagen,3500,hatch,250,1.9,Diesel,no,2000,Beetle
1309,Audi,11900,sedan,195,2.4,Gas,yes,2005,A6
1310,Toyota,24800,sedan,43,2.5,Gas,yes,2015,Camry
1311,Audi,3800,vagon,190,2.5,Diesel,no,2002,A6
1312,Volkswagen,4800,sedan,190,99.99,Petrol,yes,1998,Passat B5
1313,Volkswagen,7500,van,230,1.9,Diesel,yes,2006,Caddy
1314,BMW,8999,sedan,270,2.8,Petrol,yes,1998,528
1315,Volkswagen,5000,van,326,2.4,Diesel,yes,1995,T4 (Transporter)
1316,Mercedes-Benz,21000,crossover,135,3.5,Petrol,yes,2007,ML 350
1317,Renault,4200,van,142,1.9,Diesel,yes,2007,Kangoo
1318,Mitsubishi,18000,crossover,160,3.2,Diesel,yes,2007,Pajero Wagon
1319,Volkswagen,8500,van,220,2.5,Diesel,yes,2003,T4 (Transporter)
1320,Renault,3750,hatch,232,1.8,Petrol,yes,1997,Laguna
1321,Volkswagen,9000,other,212,2,Gas,yes,2007,Caddy
1322,Mitsubishi,6300,crossover,235,3.2,Diesel,no,2001,Pajero
1323,BMW,8400,sedan,297,2.2,Petrol,yes,2000,320
1324,Volkswagen,5000,hatch,190,NA,Petrol,yes,1998,Golf IV
1325,Volkswagen,17000,van,157,2,Diesel,yes,2010,T5 (Transporter)
1326,Volkswagen,3000,sedan,240,1.8,Petrol,yes,1991,Jetta
1327,Mercedes-Benz,21300,crossover,114,4.7,Petrol,yes,2007,GL 450
1328,BMW,16500,crossover,230,3,Gas,yes,2004,X5
1329,Mercedes-Benz,7300,other,250,2.2,Diesel,yes,2005,Sprinter 311
1330,Mercedes-Benz,NA,van,300,2.3,Diesel,yes,1996,Vito
1331,Mercedes-Benz,2300,sedan,300,3,Diesel,yes,1999,E-Class
1332,BMW,8200,sedan,250,4.4,Petrol,yes,1997,540
1333,Audi,35000,sedan,61,2.8,Petrol,yes,2012,A6
1334,Volkswagen,7800,vagon,193,1.9,Diesel,yes,2002,Passat B5
1335,Volkswagen,8200,hatch,157,1.6,Petrol,yes,2008,Golf Plus
1336,Audi,39999,crossover,45,2,Diesel,yes,2014,Q5
1337,Renault,11900,other,173,2,Diesel,yes,2012,Trafic
1338,Mercedes-Benz,3600,sedan,276,2.7,Diesel,no,2001,E-Class
1339,Volkswagen,3399,sedan,201,1.8,Petrol,yes,1991,Passat B3
1340,BMW,2650,vagon,335,2,Petrol,no,2000,320
1341,Mercedes-Benz,11700,hatch,103,1.5,Petrol,yes,2007,A 150
1342,Mercedes-Benz,1600,hatch,180,NA,Petrol,no,2000,A 160
1343,BMW,2550,vagon,312,2.5,Diesel,no,1999,525
1344,Renault,NA,van,220,2,Diesel,yes,2008,Trafic
1345,Mercedes-Benz,2550,vagon,367,3.2,Diesel,no,2000,E-Class
1346,Audi,31700,sedan,32,1.8,Petrol,yes,2014,A4
1347,Mercedes-Benz,125000,sedan,18,3,Diesel,yes,2015,S 350
1348,BMW,20500,crossover,285,4.8,Petrol,yes,2006,X5
1349,Mitsubishi,2600,other,200,2.4,Petrol,no,2002,Lancer
1350,BMW,2500,vagon,250,2.5,Diesel,no,2000,525
1351,Mercedes-Benz,13200,van,182,2.2,Diesel,yes,2011,Vito
1352,Mercedes-Benz,31000,crossover,220,3.2,Diesel,yes,2008,GL 320
1353,Audi,30900,vagon,118,2,Petrol,yes,2013,A4 Allroad
1354,Mitsubishi,4750,sedan,167,1.6,Petrol,yes,2003,Carisma
1355,Volkswagen,NA,van,160,2,Diesel,yes,2011,T6 (Transporter) 
1356,Audi,NA,sedan,62,3,Petrol,yes,2013,A8
1357,Toyota,8950,hatch,118,1.6,Petrol,yes,2008,Auris
1358,Renault,8300,van,177,1.5,Diesel,yes,2007,Grand Scenic
1359,Audi,6900,sedan,360,2.5,Diesel,yes,1997,A6
1360,Volkswagen,5000,sedan,81,NA,Other,no,2013,Passat B7
1361,BMW,69999,crossover,71,4.4,Petrol,yes,2011,X5 M
1362,Volkswagen,3250,sedan,255,1.9,Diesel,no,2003,Passat B5
1363,Volkswagen,11900,hatch,91,1.4,Petrol,yes,2010,Golf VI
1364,Mitsubishi,9600,other,114,2,Petrol,yes,1999,Eclipse
1365,Mercedes-Benz,21200,vagon,206,2.1,Diesel,yes,2011,C-Class
1366,Toyota,102999,crossover,0,4.5,Diesel,yes,2016,Land Cruiser 200
1367,Mercedes-Benz,11900,van,277,2.2,Diesel,yes,2007,Vito
1368,Renault,9999,van,185,1.5,Diesel,yes,2008,Kangoo
1369,Renault,8500,sedan,57,1.2,Gas,yes,2013,Logan
1370,Volkswagen,6500,other,385,2.4,Diesel,yes,1997,T4 (Transporter)
1371,Mitsubishi,8700,sedan,80,1.5,Petrol,yes,2008,Lancer X
1372,Volkswagen,8599,van,169,1.6,Diesel,yes,2011,Caddy
1373,Volkswagen,12700,hatch,156,1.6,Diesel,yes,2011,Golf VI
1374,Mitsubishi,7700,sedan,135,2,Gas,yes,2007,Lancer
1375,Mitsubishi,2020,other,90,NA,Other,no,2008,L 200
1376,Volkswagen,NA,van,123,1.2,Petrol,yes,2013,Caddy
1377,Mitsubishi,8700,sedan,150,2.4,Gas,yes,2007,Galant
1378,Mitsubishi,9300,sedan,95,2,Petrol,yes,2007,Lancer X
1379,Mercedes-Benz,3550,sedan,238,2.2,Diesel,no,2001,E-Class
1380,Audi,29800,crossover,151,3,Diesel,yes,2007,Q7
1381,Renault,3900,van,202,1.9,Diesel,yes,2001,Kangoo
1382,BMW,NA,crossover,200,3,Diesel,yes,2009,X5
1383,Volkswagen,7000,van,345,1.9,Diesel,yes,2006,T5 (Transporter) 
1384,Audi,17700,other,70,2,Petrol,yes,2009,TT
1385,Toyota,9999,sedan,225,3,Gas,yes,2004,Camry
1386,Audi,25300,hatch,180,2,Diesel,yes,2011,A5
1387,Audi,22500,vagon,175,2,Gas,yes,2010,A4 Allroad
1388,Volkswagen,18600,sedan,2,1.6,Petrol,yes,2015,Jetta
1389,Mitsubishi,6999,sedan,160,2,Petrol,yes,2007,Lancer
1390,Toyota,16200,crossover,281,4.2,Diesel,yes,1999,Land Cruiser 100
1391,Mercedes-Benz,29999,hatch,9,NA,Other,yes,2015,B-Class Electric Drive
1392,Toyota,18000,crossover,320,4.2,Diesel,yes,1999,Land Cruiser 100
1393,Mercedes-Benz,27300,sedan,144,2.14,Diesel,yes,2011,E-Class
1394,Toyota,2700,sedan,550,1.6,Gas,yes,1989,Carina
1395,BMW,12000,crossover,218,3,Diesel,no,2006,X5
1396,Mercedes-Benz,39900,hatch,2,NA,Other,yes,2015,B-Class Electric Drive
1397,Volkswagen,1800,other,280,1.9,Diesel,no,1997,Passat B5
1398,Audi,20500,sedan,106,1.8,Petrol,yes,2011,A4
1399,Volkswagen,10493,other,1,1.4,Petrol,yes,2014,Polo
1400,BMW,16800,sedan,154,3,Petrol,yes,2006,330
1401,Volkswagen,12500,sedan,177,NA,Petrol,yes,2008,Passat B6
1402,BMW,8200,sedan,238,3,Diesel,no,2004,730
1403,BMW,8000,sedan,330,NA,Diesel,yes,1997,525
1404,Mercedes-Benz,14500,van,171,2.2,Diesel,yes,2011,Vito
1405,Volkswagen,24500,crossover,62,2,Diesel,yes,2012,Passat CC
1406,Toyota,13250,sedan,96,2.4,Gas,yes,2008,Rav 4
1407,Toyota,6400,sedan,250,3,Gas,yes,1998,Camry
1408,Mercedes-Benz,29500,sedan,135,5.5,Petrol,yes,2008,S 550
1409,Volkswagen,69990,van,1,5,Diesel,yes,2015,Multivan
1410,Audi,2600,vagon,110,2.5,Diesel,no,2002,A6
1411,Volkswagen,4900,sedan,500,1.9,Diesel,yes,1995,Passat B4
1412,Renault,10500,vagon,185,1.5,Diesel,yes,2011,Megane
1413,Volkswagen,NA,crossover,90,3.6,Petrol,yes,2008,Touareg
1414,Volkswagen,27200,crossover,1,2,Diesel,yes,2015,Tiguan
1415,Mercedes-Benz,1350,sedan,360,2.5,Diesel,no,1989,E-Class
1416,Mercedes-Benz,NA,sedan,24,3,Diesel,yes,2015,S 350
1417,Toyota,13900,sedan,139,2.4,Other,yes,2008,Camry
1418,BMW,12800,sedan,194,4.4,Gas,yes,2002,745
1419,Toyota,21200,crossover,135,4,Gas,yes,2007,Land Cruiser Prado
1420,Mercedes-Benz,8700,sedan,196,2,Gas,yes,2000,E-Class
1421,Toyota,8800,sedan,165,1.8,Petrol,yes,2007,Avensis
1422,Toyota,12900,sedan,129,1.8,Petrol,yes,2009,Avensis
1423,BMW,9500,sedan,339,3,Diesel,yes,2001,530
1424,BMW,10700,sedan,243,3,Diesel,yes,2002,530
1425,Volkswagen,10800,van,156,1.6,Diesel,yes,2012,Caddy
1426,Mitsubishi,2400,hatch,350,2,Gas,yes,1989,Galant
1427,Renault,13300,other,132,1.5,Diesel,yes,2012,Megane
1428,BMW,34500,crossover,85,3,Petrol,yes,2010,X5
1429,BMW,57000,other,20,3.5,Petrol,yes,2013,X6
1430,Renault,7200,van,146,1.5,Diesel,yes,2012,Kangoo
1431,Toyota,23400,sedan,69,2.5,Gas,yes,2014,Camry
1432,Mercedes-Benz,6500,sedan,215,55,Petrol,no,2001,S 55
1433,Toyota,48000,crossover,59,3,Diesel,yes,2014,Land Cruiser Prado
1434,BMW,6800,sedan,325,NA,Other,no,2005,525
1435,Volkswagen,4200,sedan,1,1.4,Petrol,yes,2012,Golf VI
1436,Mercedes-Benz,6200,other,340,2.4,Gas,yes,1998,E-Class
1437,BMW,137000,crossover,2,4.4,Petrol,yes,2016,X5 M
1438,Audi,1300,sedan,250,NA,Gas,no,1994,80
1439,BMW,2900,sedan,225,2.5,Petrol,no,1997,523
1440,Mercedes-Benz,12700,other,199,2.2,Diesel,yes,2011,Vito
1441,Audi,16999,vagon,140,4.2,Petrol,yes,2007,A6 Allroad
1442,Volkswagen,13972.07,sedan,0,1.6,Petrol,yes,2016,Polo
1443,Mercedes-Benz,41900,sedan,95,6.2,Petrol,yes,2011,S 500
1444,Renault,6650,vagon,227,1.5,Diesel,yes,2005,Megane
1445,Mercedes-Benz,9200,other,280,2.4,Petrol,yes,2003,E-Class
1446,BMW,15300,sedan,250,2.5,Petrol,yes,2006,525
1447,Volkswagen,1450,van,100,1.6,Diesel,yes,1988,T3 (Transporter)
1448,Volkswagen,5900,van,278,1.9,Diesel,yes,2005,Caddy
1449,Mercedes-Benz,4100,sedan,400,2,Diesel,yes,1987,190
1450,Mercedes-Benz,4900,sedan,282,3.2,Gas,yes,1993,E-Class
1451,BMW,12900,vagon,260,3,Diesel,yes,2004,330
1452,Toyota,33333,vagon,73,4,Gas,yes,2009,FJ Cruiser
1453,Volkswagen,7200,hatch,127,1.39,Petrol,yes,2007,Polo
1454,BMW,77777,crossover,1,3,Diesel,yes,2014,X6
1455,Mercedes-Benz,2300,hatch,175,1.4,Petrol,no,2000,A 140
1456,Volkswagen,13000,crossover,235,3.2,Gas,yes,2005,Touareg
1457,Volkswagen,3000,van,318,1.9,Diesel,yes,1993,T4 (Transporter) 
1458,Renault,7999,van,92,1.5,Diesel,yes,2013,Kangoo
1459,Mercedes-Benz,11000,van,250,2.2,Diesel,yes,2005,Vito
1460,BMW,81000,sedan,23,4.4,Petrol,yes,2014,M5
1461,BMW,3800,sedan,304,1.9,Gas,no,2000,318
1462,BMW,4300,other,280,2.5,Petrol,yes,1985,325
1463,Audi,4400,sedan,340,2.8,Gas,yes,1992,100
1464,Audi,3150,vagon,320,2.5,Diesel,no,2002,A6
1465,Volkswagen,10900,other,287,2.5,Other,yes,2004,T5 (Transporter)
1466,Volkswagen,6400,van,305,NA,Diesel,yes,2004,Caddy
1467,Audi,3050,vagon,250,2.5,Other,no,2001,A6
1468,Volkswagen,30385,vagon,0,2,Diesel,yes,2014,Touran
1469,BMW,20999,crossover,170,4.8,Petrol,yes,2008,X5
1470,Volkswagen,1500,sedan,255,1.9,Diesel,no,1998,Polo
1471,Mitsubishi,NA,crossover,120,2,Gas,yes,2008,Outlander
1472,Toyota,8500,vagon,200,2,Petrol,yes,1999,Vista
1473,Toyota,9200,sedan,115,1.6,Gas,yes,2008,Corolla
1474,Toyota,20800,sedan,49,3.5,Petrol,yes,2011,Camry
1475,Renault,8100,van,206,1.9,Diesel,yes,2005,Trafic
1476,Volkswagen,13500,sedan,104,1.8,Petrol,yes,2010,Passat B6
1477,Renault,4900,van,218,1.5,Diesel,yes,2006,Kangoo
1478,Volkswagen,6600,hatch,136,1.4,Gas,yes,2001,Golf IV
1479,Mitsubishi,1450,crossover,245,2.8,Diesel,no,1996,Pajero
1480,Volkswagen,3600,sedan,320,1.8,Gas,yes,1989,Passat B3
1481,Toyota,24000,sedan,51,2.5,Gas,yes,2014,Camry
1482,Toyota,12700,sedan,130,2.4,Petrol,yes,2008,Camry
1483,Mercedes-Benz,14500,other,315,5,Gas,yes,2004,CL 500
1484,BMW,2299,sedan,200,1.8,Petrol,no,1999,318
1485,BMW,8900,sedan,234,3.5,Gas,yes,1999,735
1486,Audi,30500,vagon,152,3,Diesel,yes,2012,A6
1487,Mercedes-Benz,4000,sedan,370,3.2,Diesel,no,2002,E-Class
1488,Toyota,12900,sedan,137,2.4,Petrol,yes,2008,Camry
1489,Volkswagen,3300,sedan,200,1.8,Petrol,yes,1989,Passat B3
1490,Toyota,9800,sedan,178,1.8,Petrol,yes,2007,Avensis
1491,Renault,15200,other,173,2.3,Diesel,yes,2013,Master
1492,Volkswagen,4950,vagon,290,1.8,Petrol,yes,1996,Passat B4
1493,Volkswagen,55500,crossover,36,3,Diesel,yes,2015,Touareg
1494,Volkswagen,17900,van,188,2.5,Diesel,yes,2008,Multivan
1495,Mercedes-Benz,5900,crossover,271,2.7,Diesel,no,2003,ML 270
1496,Toyota,20500,crossover,225,4.7,Gas,yes,2003,Land Cruiser 100
1497,BMW,5000,other,300,1.8,Petrol,yes,1994,318
1498,Volkswagen,11500,van,100,2,Diesel,yes,2010,T5 (Transporter) 
1499,Mercedes-Benz,115000,other,35,NA,Diesel,yes,2015,G 350
1500,Volkswagen,2900,hatch,230,1.6,Petrol,yes,2000,Golf IV
1501,Mitsubishi,4800,sedan,247,2,Gas,yes,1998,Galant
1502,Renault,1550,vagon,235,2,Petrol,no,1998,Laguna
1503,Mitsubishi,16000,crossover,147,2.5,Diesel,yes,2008,Pajero Sport
1504,Volkswagen,6400,van,312,2.5,Diesel,yes,2000,T4 (Transporter) 
1505,BMW,5800,other,400,2,Petrol,yes,1998,520
1506,Mercedes-Benz,11000,sedan,263,3.2,Diesel,yes,2001,E-Class
1507,Renault,4500,sedan,305,1.5,Diesel,yes,2004,Megane
1508,Renault,14200,crossover,83,2,Diesel,yes,2012,Koleos
1509,BMW,71500,crossover,19,2.5,Diesel,yes,2015,X5
1510,Audi,6200,sedan,200,1.8,Petrol,yes,2003,A4
1511,Volkswagen,10500,van,130,1.9,Diesel,yes,2010,Caddy
1512,Toyota,12700,sedan,136,3.5,Petrol,yes,2007,Camry
1513,Audi,7000,other,126,2.6,Petrol,yes,1998,80
1514,BMW,4500,sedan,230,4,Gas,yes,1994,540
1515,BMW,4800,vagon,400,2.5,Diesel,yes,1994,525
1516,Renault,11500,van,170,1.5,Diesel,yes,2012,Grand Scenic
1517,BMW,42000,crossover,33,2,Petrol,yes,2014,X3
1518,Audi,2500,sedan,371,2.2,Gas,yes,1987,100
1519,Mercedes-Benz,22600,crossover,165,3,Diesel,yes,2007,ML 320
1520,Volkswagen,9900,sedan,80,1.6,Petrol,yes,2011,Polo
1521,Mercedes-Benz,13500,van,259,3,Diesel,yes,2007,Vito
1522,Volkswagen,10600,other,140,2,Other,yes,2007,Passat B6
1523,Mercedes-Benz,12500,van,242,2.2,Diesel,yes,2008,Vito
1524,Renault,7499,van,123,1.5,Diesel,yes,2009,Kangoo
1525,Volkswagen,9999,hatch,118,1.2,Diesel,yes,2011,Polo
1526,Toyota,18600,hatch,73,1.6,Petrol,yes,2013,Auris
1527,Volkswagen,7600,hatch,225,1.4,Petrol,yes,2004,Golf V
1528,Volkswagen,NA,other,201,1.9,Diesel,yes,2007,T5 (Transporter)
1529,Volkswagen,9200,hatch,127,1.6,Petrol,yes,2007,Golf V
1530,Audi,3700,vagon,290,1.9,Diesel,no,2002,A4
1531,BMW,26000,crossover,270,4.8,Petrol,yes,2008,X5
1532,BMW,12950,sedan,268,4,Diesel,yes,2004,740
1533,Mitsubishi,15200,crossover,193,3,Gas,yes,2008,Pajero Wagon
1534,Audi,62000,vagon,24,3,Diesel,yes,2015,A6 Allroad
